Date,City,MobilityZone,DayType,BusPassengers,BikeTrips,ParkingOccupancy,TrafficCount,TransportStrainIndex,EventZone,EventType,EventName,Attendance,VenueCapacity,IsHoliday,WeekendFlag,PT_Preference_Score
2025-07-14,Kozani,Center,Weekday,3882.0,272.0,75.3,16283.0,26.01,No Event,No Event,No Event,0.0,0.0,0,0,25.51
2025-07-15,Kozani,University,Weekday,4031.0,245.0,78.6,17428.0,27.9,University,Sports,July Sports,1822.0,2869.0,0,0,24.53
2025-07-16,Kozani,Waterfront,Weekday,4004.0,255.0,67.1,16259.0,25.19,No Event,No Event,No Event,0.0,0.0,0,0,26.19
2025-07-17,Kozani,University,Weekday,4060.0,225.0,69.3,16463.0,25.96,No Event,No Event,No Event,0.0,0.0,0,0,26.03
2025-07-18,Kozani,Center,Weekday,3711.0,259.0,69.1,16593.0,25.55,No Event,No Event,No Event,0.0,0.0,0,0,23.92
2025-07-19,Kozani,University,Weekend,3054.0,248.0,74.2,13967.0,23.2,University,Festival,July Festival,2608.0,3796.0,0,1,23.64
2025-07-20,Kozani,Center,Weekend,3294.0,240.0,63.2,11299.0,19.39,No Event,No Event,No Event,0.0,0.0,0,1,31.27
2025-07-21,Kozani,Waterfront,Weekday,4276.0,257.0,77.6,17824.0,28.23,Waterfront,Sports,July Sports,0.0,3617.0,0,0,25.43
2025-07-22,Kozani,Center,Weekday,4186.0,267.0,67.7,15858.0,24.88,No Event,No Event,No Event,0.0,0.0,0,0,28.08
2025-07-23,Kozani,Center,Weekday,4056.0,260.0,67.1,16848.0,25.77,No Event,No Event,No Event,0.0,0.0,0,0,25.62
2025-07-24,Kozani,Center,Weekday,4330.0,266.0,84.9,17524.0,28.8,Center,Sports,July Sports,1721.0,2960.0,0,0,26.23
2025-07-25,Kozani,West District,Weekday,3797.0,265.0,68.0,17086.0,25.9,No Event,No Event,No Event,0.0,0.0,0,0,23.77
2025-07-26,Kozani,Waterfront,Weekend,3091.0,236.0,82.7,12043.0,22.48,Waterfront,Concert,July Concert,2222.0,3124.0,0,1,27.62
2025-07-27,Kozani,West District,Weekend,3095.0,204.0,73.3,10724.0,20.25,No Event,No Event,No Event,0.0,0.0,0,1,30.76
2025-07-28,Kozani,West District,Weekday,3973.0,239.0,74.5,16307.0,26.28,No Event,No Event,No Event,0.0,0.0,0,0,25.83
2025-07-29,Kozani,Center,Weekday,3838.0,189.0,72.8,15754.0,25.83,No Event,No Event,No Event,0.0,0.0,0,0,25.56
2025-07-30,Kozani,University,Weekday,3855.0,233.0,76.8,17515.0,27.75,University,Conference,July Conference,1119.0,1594.0,0,0,23.34
2025-07-31,Kozani,University,Weekday,3830.0,270.0,68.1,16493.0,25.3,University,Cultural,July Cultural,549.0,0.0,0,0,24.86
2025-08-01,Kozani,University,Weekday,3788.0,251.0,71.6,15788.0,25.18,No Event,No Event,No Event,0.0,0.0,0,0,25.58
2025-08-02,Kozani,Center,Weekend,3193.0,304.0,79.1,14865.0,24.35,Center,Concert,August Concert,0.0,4184.0,0,1,23.52
2025-08-03,Kozani,West District,Weekend,3494.0,314.0,80.7,13504.0,23.31,West District,Concert,August Concert,3712.0,4688.0,0,1,28.2
2025-08-04,Kozani,Center,Weekday,3717.0,237.0,69.9,15890.0,25.13,Center,Conference,August Conference,353.0,467.0,0,0,24.88
2025-08-05,Kozani,West District,Weekday,4053.0,284.0,79.6,17123.0,27.41,West District,Sports,August Sports,1981.0,3328.0,0,0,25.33
2025-08-06,Kozani,Waterfront,Weekday,4011.0,225.0,68.8,16477.0,25.87,No Event,No Event,No Event,0.0,0.0,0,0,25.71
2025-08-07,Kozani,Center,Weekday,3850.0,191.0,66.8,16376.0,25.7,No Event,No Event,No Event,0.0,0.0,0,0,24.67
2025-08-08,Kozani,Center,Weekday,4041.0,237.0,66.8,16150.0,25.22,No Event,No Event,No Event,0.0,0.0,0,0,26.49
2025-08-09,Kozani,West District,Weekend,2719.0,243.0,70.7,11408.0,20.04,West District,Market,August Market,842.0,1090.0,0,1,25.96
2025-08-10,Kozani,University,Weekend,2694.0,239.0,64.4,11484.0,19.33,No Event,No Event,No Event,0.0,0.0,0,1,25.54
2025-08-11,Kozani,Waterfront,Weekday,3785.0,219.0,70.4,16096.0,24.45,No Event,No Event,No Event,0.0,0.0,0,0,24.87
2025-08-12,Kozani,Waterfront,Weekday,3786.0,261.0,69.4,15132.0,24.16,No Event,No Event,No Event,0.0,0.0,0,0,26.74
2025-08-13,Kozani,West District,Weekday,4010.0,281.0,74.4,15086.0,24.73,No Event,No Event,No Event,0.0,0.0,0,0,28.44
2025-08-14,Kozani,University,Weekday,3749.0,221.0,62.9,15460.0,23.98,No Event,No Event,No Event,0.0,0.0,0,0,25.68
2025-08-15,Kozani,Center,Weekday,3189.0,264.0,65.1,13084.0,21.15,Center,Conference,August Conference,0.0,1232.0,1,0,26.39
2025-08-16,Kozani,Waterfront,Weekend,3293.0,296.0,93.0,15268.0,26.62,Waterfront,Festival,August Festival,4087.0,0.0,0,1,23.51
2025-08-17,Kozani,Center,Weekend,2974.0,271.0,75.4,12344.0,21.5,Center,Market,August Market,0.0,687.0,0,1,26.29
2025-08-18,Kozani,Waterfront,Weekday,3756.0,240.0,63.5,16317.0,24.76,No Event,No Event,No Event,0.0,0.0,0,0,24.49
2025-08-19,Kozani,Center,Weekday,3717.0,243.0,67.2,15751.0,24.6,No Event,No Event,No Event,0.0,0.0,0,0,25.14
2025-08-20,Kozani,University,Weekday,3856.0,253.0,76.6,15576.0,25.61,No Event,No Event,No Event,0.0,0.0,0,0,26.38
2025-08-21,Kozani,West District,Weekday,3739.0,243.0,69.0,15153.0,24.24,No Event,No Event,No Event,0.0,0.0,0,0,26.28
2025-08-22,Kozani,Center,Weekday,3770.0,280.0,65.5,15367.0,23.73,No Event,No Event,No Event,0.0,0.0,0,0,26.35
2025-08-23,Kozani,West District,Weekend,2856.0,270.0,70.0,12564.0,21.03,West District,Market,August Market,685.0,803.0,0,1,24.88
2025-08-24,Kozani,University,Weekend,2887.0,216.0,71.9,9936.0,19.04,No Event,No Event,No Event,0.0,0.0,0,1,31.23
2025-08-25,Kozani,Center,Weekday,3923.0,240.0,76.8,15589.0,25.81,Center,Cultural,August Cultural,671.0,860.0,0,0,26.7
2025-08-26,Kozani,Center,Weekday,3697.0,236.0,74.7,15263.0,25.1,No Event,No Event,No Event,0.0,0.0,0,0,25.77
2025-08-27,Kozani,Waterfront,Weekday,4394.0,274.0,66.1,16259.0,25.17,No Event,No Event,No Event,0.0,0.0,0,0,28.71
2025-08-28,Kozani,Waterfront,Weekday,3693.0,230.0,68.6,15893.0,25.02,No Event,No Event,No Event,0.0,0.0,0,0,24.68
2025-08-29,Kozani,Center,Weekday,4332.0,260.0,66.2,15120.0,24.12,No Event,No Event,No Event,0.0,0.0,0,0,30.37
2025-08-30,Kozani,West District,Weekend,2753.0,255.0,77.2,11963.0,21.32,West District,Market,August Market,497.0,820.0,0,1,25.14
2025-08-31,Kozani,Waterfront,Weekend,3147.0,237.0,79.9,11567.0,21.68,Waterfront,Festival,August Festival,1641.0,2503.0,0,1,29.25
2025-09-01,Kozani,University,Weekday,4007.0,273.0,78.8,16425.0,26.67,No Event,No Event,No Event,0.0,0.0,0,0,26.06
2025-09-02,Kozani,University,Weekday,4162.0,199.0,67.5,15343.0,24.89,No Event,No Event,No Event,0.0,0.0,0,0,28.42
2025-09-03,Kozani,Waterfront,Weekday,4388.0,209.0,70.5,15737.0,25.74,No Event,No Event,No Event,0.0,0.0,0,0,29.21
2025-09-04,Kozani,Waterfront,Weekday,4138.0,249.0,66.7,15483.0,24.51,No Event,No Event,No Event,0.0,0.0,0,0,28.33
2025-09-05,Kozani,University,Weekday,4287.0,279.0,65.8,15601.0,24.36,No Event,No Event,No Event,0.0,0.0,0,0,29.27
2025-09-06,Kozani,University,Weekend,2865.0,254.0,77.3,11284.0,20.75,No Event,No Event,No Event,0.0,0.0,0,1,27.64
2025-09-07,Kozani,University,Weekend,3138.0,202.0,72.7,11845.0,21.35,No Event,No Event,No Event,0.0,0.0,0,1,28.2
2025-09-08,Kozani,Center,Weekday,4149.0,236.0,67.4,16608.0,25.36,No Event,No Event,No Event,0.0,0.0,0,0,26.4
2025-09-09,Kozani,Center,Weekday,3862.0,285.0,73.5,17618.0,27.01,Center,Sports,September Sports,2312.0,3531.0,0,0,23.54
2025-09-10,Kozani,Center,Weekday,4263.0,238.0,68.7,15459.0,24.91,Center,Conference,September Conference,578.0,620.0,0,0,29.11
2025-09-11,Kozani,Center,Weekday,4119.0,210.0,73.1,14127.0,24.26,No Event,No Event,No Event,0.0,0.0,0,0,30.64
2025-09-12,Kozani,University,Weekday,4115.0,236.0,75.8,15251.0,25.5,No Event,No Event,No Event,0.0,0.0,0,0,28.53
2025-09-13,Kozani,Center,Weekend,3057.0,236.0,72.9,12213.0,21.41,No Event,No Event,No Event,0.0,0.0,0,1,26.96
2025-09-14,Kozani,Center,Weekend,2774.0,226.0,70.1,11758.0,20.49,No Event,No Event,No Event,0.0,0.0,0,1,25.51
2025-09-15,Kozani,University,Weekday,3918.0,270.0,77.4,16040.0,26.18,University,Market,September Market,998.0,1389.0,0,0,26.11
2025-09-16,Kozani,Center,Weekday,3998.0,244.0,70.4,14973.0,25.19,No Event,No Event,No Event,0.0,0.0,0,0,28.33
2025-09-17,Kozani,University,Weekday,4008.0,219.0,69.1,15532.0,25.01,No Event,No Event,No Event,0.0,0.0,0,0,27.21
2025-09-18,Kozani,Center,Weekday,4212.0,233.0,69.3,15202.0,24.73,No Event,No Event,No Event,0.0,0.0,0,0,29.24
2025-09-19,Kozani,Waterfront,Weekday,3950.0,243.0,66.3,15204.0,24.1,No Event,No Event,No Event,0.0,0.0,0,0,27.58
2025-09-20,Kozani,West District,Weekend,2790.0,236.0,68.8,11143.0,19.63,No Event,No Event,No Event,0.0,0.0,0,1,27.15
2025-09-21,Kozani,University,Weekend,3025.0,270.0,71.8,11396.0,20.46,No Event,No Event,No Event,0.0,0.0,0,1,28.91
2025-09-22,Kozani,Center,Weekday,4123.0,265.0,70.0,15969.0,25.26,No Event,No Event,No Event,0.0,0.0,0,0,27.48
2025-09-23,Kozani,Center,Weekday,4204.0,230.0,71.7,16081.0,25.93,No Event,No Event,No Event,0.0,0.0,0,0,27.57
2025-09-24,Kozani,Waterfront,Weekday,3880.0,244.0,68.5,15285.0,24.4,No Event,No Event,No Event,0.0,0.0,0,0,26.98
2025-09-25,Kozani,Waterfront,Weekday,4342.0,238.0,72.1,16053.0,25.97,No Event,No Event,No Event,0.0,0.0,0,0,28.53
2025-09-26,Kozani,University,Weekday,4202.0,197.0,75.5,15519.0,26.11,No Event,No Event,No Event,0.0,0.0,0,0,28.34
2025-09-27,Kozani,Waterfront,Weekend,3003.0,188.0,67.8,12224.0,21.13,No Event,No Event,No Event,0.0,0.0,0,1,26.1
2025-09-28,Kozani,Center,Weekend,3126.0,269.0,82.9,12714.0,22.92,Center,Concert,September Concert,2031.0,2148.0,0,1,26.7
2025-09-29,Kozani,University,Weekday,4162.0,263.0,62.3,15551.0,23.93,No Event,No Event,No Event,0.0,0.0,0,0,28.45
2025-09-30,Kozani,Waterfront,Weekday,4149.0,241.0,71.0,15520.0,25.16,No Event,No Event,No Event,0.0,0.0,0,0,28.28
2025-10-01,Kozani,University,Weekday,3531.0,220.0,71.0,15435.0,24.84,No Event,No Event,No Event,0.0,0.0,0,0,24.3
2025-10-02,Kozani,University,Weekday,3835.0,275.0,68.5,15792.0,24.63,No Event,No Event,No Event,0.0,0.0,0,0,26.02
2025-10-03,Kozani,University,Weekday,3691.0,231.0,69.2,15131.0,24.31,No Event,No Event,No Event,0.0,0.0,0,0,25.92
2025-10-04,Kozani,Center,Weekend,2467.0,253.0,67.6,12197.0,20.18,No Event,No Event,No Event,0.0,0.0,0,1,22.3
2025-10-05,Kozani,University,Weekend,2959.0,238.0,70.2,11859.0,20.63,University,Cultural,October Cultural,390.0,592.0,0,1,26.96
2025-10-06,Kozani,Waterfront,Weekday,3578.0,233.0,77.1,15812.0,25.9,No Event,No Event,No Event,0.0,0.0,0,0,24.1
2025-10-07,Kozani,Waterfront,Weekday,4393.0,256.0,65.0,15539.0,24.45,No Event,No Event,No Event,0.0,0.0,0,0,29.92
2025-10-08,Kozani,Center,Weekday,3604.0,274.0,72.2,16534.0,25.68,No Event,No Event,No Event,0.0,0.0,0,0,23.45
2025-10-09,Kozani,West District,Weekday,4114.0,257.0,66.6,15508.0,24.44,No Event,No Event,No Event,0.0,0.0,0,0,28.18
2025-10-10,Kozani,University,Weekday,3886.0,276.0,62.2,15540.0,23.61,No Event,No Event,No Event,0.0,0.0,0,0,26.78
2025-10-11,Kozani,Center,Weekend,3047.0,175.0,69.6,12372.0,21.64,No Event,No Event,No Event,0.0,0.0,0,1,26.04
2025-10-12,Kozani,Center,Weekend,2894.0,225.0,69.7,12289.0,21.06,No Event,No Event,No Event,0.0,0.0,0,1,25.38
2025-10-13,Kozani,Center,Weekday,3823.0,230.0,72.1,16280.0,25.92,No Event,No Event,No Event,0.0,0.0,0,0,24.89
2025-10-14,Kozani,Waterfront,Weekday,4284.0,255.0,76.7,17378.0,27.69,Waterfront,Conference,October Conference,1294.0,1527.0,0,0,26.12
2025-10-15,Kozani,Center,Weekday,4083.0,264.0,66.8,16347.0,25.21,No Event,No Event,No Event,0.0,0.0,0,0,26.59
2025-10-16,Kozani,University,Weekday,4313.0,268.0,70.4,16660.0,26.1,University,Sports,October Sports,1612.0,2723.0,0,0,27.5
2025-10-17,Kozani,Center,Weekday,4082.0,243.0,70.2,17834.0,27.31,Center,Conference,October Conference,439.0,558.0,0,0,24.25
2025-10-18,Kozani,Center,Weekend,3073.0,242.0,67.3,11567.0,20.01,Center,Market,October Market,526.0,938.0,0,1,28.66
2025-10-19,Kozani,Center,Weekend,2857.0,226.0,73.6,11982.0,21.19,No Event,No Event,No Event,0.0,0.0,0,1,25.73
2025-10-20,Kozani,West District,Weekday,4052.0,225.0,70.7,16623.0,26.29,No Event,No Event,No Event,0.0,0.0,0,0,25.73
2025-10-21,Kozani,Waterfront,Weekday,4194.0,254.0,82.1,18495.0,29.44,Waterfront,Sports,October Sports,0.0,2876.0,0,0,24.05
2025-10-22,Kozani,Waterfront,Weekday,3857.0,205.0,70.8,16788.0,26.5,No Event,No Event,No Event,0.0,0.0,0,0,24.19
2025-10-23,Kozani,University,Weekday,3921.0,220.0,63.6,16191.0,24.92,No Event,No Event,No Event,0.0,0.0,0,0,25.57
2025-10-24,Kozani,University,Weekday,4146.0,201.0,71.0,17271.0,27.24,No Event,No Event,No Event,0.0,0.0,0,0,25.17
2025-10-25,Kozani,Center,Weekend,4166.5,235.0,77.3,12230.0,21.93,Center,Market,October Market,665.0,1016.0,0,1,35.99
2025-10-26,Kozani,Waterfront,Weekend,3234.0,197.0,63.1,12420.0,20.82,No Event,No Event,No Event,0.0,0.0,0,1,27.62
2025-10-27,Kozani,Center,Weekday,4142.0,232.0,64.5,15887.0,24.77,No Event,No Event,No Event,0.0,0.0,0,0,27.53
2025-10-28,Kozani,Waterfront,Weekday,4166.5,251.0,64.0,13563.0,21.55,No Event,No Event,No Event,0.0,0.0,1,0,32.57
2025-10-29,Kozani,Center,Weekday,3921.0,255.0,73.2,17308.0,26.95,No Event,No Event,No Event,0.0,0.0,0,0,24.13
2025-10-30,Kozani,University,Weekday,4132.0,270.0,66.7,16242.0,25.09,University,Conference,October Conference,480.0,526.0,0,0,27.1
2025-10-31,Kozani,Center,Weekday,4258.0,249.0,76.3,17031.0,27.33,No Event,No Event,No Event,0.0,0.0,0,0,26.46
2025-11-01,Kozani,Waterfront,Weekend,3291.0,283.0,82.7,14696.0,24.87,Waterfront,Concert,November Concert,3880.0,4223.0,0,1,24.32
2025-11-02,Kozani,University,Weekend,3010.0,226.0,76.1,11875.0,21.51,No Event,No Event,No Event,0.0,0.0,0,1,27.25
2025-11-03,Kozani,Center,Weekday,4402.0,246.0,70.4,18096.0,27.78,No Event,No Event,No Event,0.0,0.0,0,0,25.68
2025-11-04,Kozani,Center,Weekday,4308.0,208.0,68.9,16991.0,26.73,No Event,No Event,No Event,0.0,0.0,0,0,26.58
2025-11-05,Kozani,Waterfront,Weekday,4048.0,239.0,72.6,16529.0,26.31,No Event,No Event,No Event,0.0,0.0,0,0,25.93
2025-11-06,Kozani,Center,Weekday,4235.0,248.0,62.4,16252.0,24.82,No Event,No Event,No Event,0.0,0.0,0,0,27.58
2025-11-07,Kozani,Center,Weekday,4036.0,255.0,76.3,16629.0,26.74,No Event,No Event,No Event,0.0,0.0,0,0,25.8
2025-11-08,Kozani,University,Weekend,2744.0,201.0,78.0,13730.0,23.63,University,Sports,November Sports,1734.0,2123.0,0,1,21.45
2025-11-09,Kozani,Waterfront,Weekend,3407.0,263.0,80.7,15309.0,25.48,Waterfront,Concert,November Concert,1891.0,2490.0,0,1,23.97
2025-11-10,Kozani,Center,Weekday,4253.0,237.0,72.4,17702.0,27.61,Center,Cultural,November Cultural,391.0,487.0,0,0,25.36
2025-11-11,Kozani,Waterfront,Weekday,4253.0,211.0,75.5,16261.0,26.77,No Event,No Event,No Event,0.0,0.0,0,0,27.45
2025-11-12,Kozani,University,Weekday,4056.0,232.0,73.8,17535.0,27.54,No Event,No Event,No Event,0.0,0.0,0,0,24.45
2025-11-13,Kozani,West District,Weekday,4417.0,266.0,64.7,17085.0,25.9,No Event,No Event,No Event,0.0,0.0,0,0,27.41
2025-11-14,Kozani,Center,Weekday,4137.0,264.0,72.9,15312.0,24.98,No Event,No Event,No Event,0.0,0.0,0,0,28.74
2025-11-15,Kozani,University,Weekend,2770.0,250.0,71.3,14138.0,22.81,University,Market,November Market,636.0,959.0,0,1,21.36
2025-11-16,Kozani,Center,Weekend,3068.0,236.0,74.2,13095.0,22.46,No Event,No Event,No Event,0.0,0.0,0,1,25.23
2025-11-17,Kozani,University,Weekday,4353.0,247.0,68.5,18256.0,27.66,No Event,No Event,No Event,0.0,0.0,0,0,25.2
2025-11-18,Kozani,West District,Weekday,4273.0,234.0,79.5,17675.0,28.51,West District,Conference,November Conference,888.0,996.0,0,0,25.5
2025-11-19,Kozani,Waterfront,Weekday,4183.0,244.0,71.3,17386.0,27.06,No Event,No Event,No Event,0.0,0.0,0,0,25.46
2025-11-20,Kozani,Waterfront,Weekday,4427.0,257.0,69.6,17253.0,26.77,No Event,No Event,No Event,0.0,0.0,0,0,27.15
2025-11-21,Kozani,University,Weekday,4546.0,224.0,72.4,17518.0,27.73,No Event,No Event,No Event,0.0,0.0,0,0,27.23
2025-11-22,Kozani,University,Weekend,2998.0,208.0,71.3,13346.0,22.52,No Event,No Event,No Event,0.0,0.0,0,1,24.02
2025-11-23,Kozani,University,Weekend,2895.0,205.0,68.6,11627.0,20.42,University,Market,November Market,416.0,672.0,0,1,26.66
2025-11-24,Kozani,Center,Weekday,4182.0,226.0,69.9,18435.0,28.07,Center,Cultural,November Cultural,265.0,461.0,0,0,23.91
2025-11-25,Kozani,Center,Weekday,4466.0,274.0,71.3,16569.0,26.18,No Event,No Event,No Event,0.0,0.0,0,0,28.61
2025-11-26,Kozani,University,Weekday,4545.0,227.0,65.1,17141.0,26.41,No Event,No Event,No Event,0.0,0.0,0,0,27.84
2025-11-27,Kozani,Center,Weekday,4166.5,270.0,67.4,17252.0,26.32,No Event,No Event,No Event,0.0,0.0,0,0,25.71
2025-11-28,Kozani,Center,Weekday,4243.0,221.0,70.1,17589.0,27.34,No Event,No Event,No Event,0.0,0.0,0,0,25.38
2025-11-29,Kozani,Center,Weekend,2976.0,257.0,73.6,13248.0,22.29,No Event,No Event,No Event,0.0,0.0,0,1,24.4
2025-11-30,Kozani,University,Weekend,3315.0,237.0,79.2,13794.0,23.93,University,Sports,November Sports,1435.0,2095.0,0,1,25.75
2025-12-01,Kozani,Waterfront,Weekday,4220.0,270.0,69.6,17035.0,26.6,No Event,No Event,No Event,0.0,0.0,0,0,26.36
2025-12-02,Kozani,University,Weekday,4871.0,239.0,73.6,18003.0,28.46,University,Cultural,December Cultural,1022.0,1322.0,0,0,28.38
2025-12-03,Kozani,University,Weekday,4620.0,239.0,69.5,18942.0,28.72,No Event,No Event,No Event,0.0,0.0,0,0,25.65
2025-12-04,Kozani,University,Weekday,4379.0,207.0,68.2,17760.0,27.48,No Event,No Event,No Event,0.0,0.0,0,0,25.82
2025-12-05,Kozani,West District,Weekday,4786.0,247.0,77.7,18901.0,29.74,West District,Conference,December Conference,1048.0,1347.0,0,0,26.63
2025-12-06,Kozani,Center,Weekend,3255.0,223.0,66.6,11786.0,20.42,No Event,No Event,No Event,0.0,0.0,0,1,29.51
2025-12-07,Kozani,Waterfront,Weekend,3481.0,276.0,75.3,13851.0,23.28,Waterfront,Concert,December Concert,2097.0,2871.0,0,1,27.12
2025-12-08,Kozani,Center,Weekday,4700.0,271.0,75.7,18523.0,28.85,Center,Market,December Market,1052.0,1328.0,0,0,26.84
2025-12-09,Kozani,Waterfront,Weekday,4542.0,248.0,70.8,17290.0,27.1,No Event,No Event,No Event,0.0,0.0,0,0,27.7
2025-12-10,Kozani,Center,Weekday,4435.0,285.0,66.3,19967.0,28.84,Center,Conference,December Conference,719.0,877.0,0,0,23.64
2025-12-11,Kozani,University,Weekday,4194.0,249.0,66.6,17834.0,26.88,No Event,No Event,No Event,0.0,0.0,0,0,24.91
2025-12-12,Kozani,West District,Weekday,4548.0,261.0,74.8,18801.0,29.0,No Event,No Event,No Event,0.0,0.0,0,0,25.58
2025-12-13,Kozani,West District,Weekend,3273.0,230.0,65.3,13630.0,22.05,No Event,No Event,No Event,0.0,0.0,0,1,25.7
2025-12-14,Kozani,Center,Weekend,3038.0,204.0,71.3,14900.0,24.14,No Event,No Event,No Event,0.0,0.0,0,1,21.76
2025-12-15,Kozani,Waterfront,Weekday,4672.0,254.0,68.8,18359.0,27.96,No Event,No Event,No Event,0.0,0.0,0,0,26.83
2025-12-16,Kozani,West District,Weekday,4329.0,282.0,72.8,16852.0,26.49,No Event,No Event,No Event,0.0,0.0,0,0,27.36
2025-12-17,Kozani,Waterfront,Weekday,4427.0,222.0,64.9,17970.0,27.19,No Event,No Event,No Event,0.0,0.0,0,0,25.87
2025-12-18,Kozani,Center,Weekday,4583.0,264.0,72.2,18286.0,28.17,No Event,No Event,No Event,0.0,0.0,0,0,26.51
2025-12-19,Kozani,Center,Weekday,4166.5,238.0,73.2,19433.0,29.96,Center,Conference,December Conference,1396.0,1574.0,0,0,22.66
2025-12-20,Kozani,University,Weekend,3271.0,262.0,76.4,13879.0,23.42,No Event,No Event,No Event,0.0,0.0,0,1,25.45
2025-12-21,Kozani,West District,Weekend,3820.0,270.0,70.4,15179.0,26.3,West District,Concert,December Concert,3174.0,4564.0,0,1,26.94
2025-12-22,Kozani,West District,Weekday,4672.0,235.0,70.1,19388.0,29.3,No Event,No Event,No Event,0.0,0.0,0,0,25.31
2025-12-23,Kozani,University,Weekday,4688.0,216.0,60.5,19584.0,28.47,No Event,No Event,No Event,0.0,0.0,0,0,25.04
2025-12-24,Kozani,University,Weekday,4824.0,254.0,67.8,18728.0,28.3,No Event,No Event,No Event,0.0,0.0,0,0,27.11
2025-12-25,Kozani,Center,Weekday,3649.0,265.0,68.1,14835.0,23.56,Center,Sports,December Sports,1222.0,1558.0,1,0,26.38
2025-12-26,Kozani,Center,Weekday,3659.0,249.0,70.4,14370.0,21.87,Center,Market,December Market,1011.0,1717.0,1,0,27.19
2025-12-27,Kozani,Center,Weekend,3618.0,270.0,77.8,14130.0,23.96,Center,Sports,December Sports,1760.0,2520.0,0,1,27.51
2025-12-28,Kozani,University,Weekend,3205.0,222.0,68.0,13674.0,22.46,No Event,No Event,No Event,0.0,0.0,0,1,25.06
2025-12-29,Kozani,Center,Weekday,4732.0,222.0,69.3,19786.0,29.76,No Event,No Event,No Event,0.0,0.0,0,0,25.04
2025-12-30,Kozani,Center,Weekday,4481.0,243.0,68.0,18711.0,28.17,No Event,No Event,No Event,0.0,0.0,0,0,25.25
2025-12-31,Kozani,Center,Weekday,4929.0,247.0,73.1,18094.0,28.46,Center,Conference,December Conference,586.0,960.0,0,0,28.6
